Municipio;UF;Banco;Periodo;Prometeu moeda no plano;Termos do compromisso;Contas ativas;Comercios credenciados;Comercios com venda;Valor emitido;Gasto no comercio local;Saques;Retencao local (%) [campo agregado, ver ressalva];Grau de uso comunitario;Grau de atividade do comercio;Grau de permanencia da moeda
Saquarema;RJ;SAQUA PET;2025-05;SIM;moeda social;126;0;0;681859.68;0.0;349121.39;0.0;;;0.0
Saquarema;RJ;SAQUA PET;2025-06;SIM;moeda social;125;0;0;633431.32;0.0;296055.67;0.0;;;0.0
Saquarema;RJ;SAQUA PET;2025-07;SIM;moeda social;118;0;0;623174.04;0.0;296549.09;0.0;;;0.0
Saquarema;RJ;SAQUA PET;2025-08;SIM;moeda social;123;0;0;624856.21;0.0;286795.33;0.0;;;0.0
Saquarema;RJ;SAQUA PET;2025-09;SIM;moeda social;122;0;0;651197.35;0.0;319591.29;0.0;;;0.0
Saquarema;RJ;SAQUA PET;2025-10;SIM;moeda social;124;0;0;644199.53;0.0;301977.54;0.0;;;0.0
Saquarema;RJ;SAQUA PET;2025-11;SIM;moeda social;126;0;0;647165.22;0.0;302836.19;0.0;;;0.0
Saquarema;RJ;SAQUA PET;2025-12;SIM;moeda social;122;0;0;639487.0;0.0;311844.64;0.0;;;0.0
Saquarema;RJ;SAQUA PET;2026-01;SIM;moeda social;125;2;1;651112.01;6026.7;307990.36;1.92;1.0;0.5;0.019567820239568542
Saquarema;RJ;SAQUA PET;2026-02;SIM;moeda social;120;0;0;640765.94;0.0;325947.98;0.0;;;0.0
Saquarema;RJ;SAQUA PET;2026-03;SIM;moeda social;121;0;0;630512.41;0.0;301677.32;0.0;;;0.0
Saquarema;RJ;SAQUA PET;2026-04;SIM;moeda social;117;0;0;593113.6;0.0;285947.13;0.0;;;0.0
Saquarema;RJ;SAQUA PET;2026-05;SIM;moeda social;115;0;0;590042.61;0.0;282081.71;0.0;;;0.0
Saquarema;RJ;SAQUA PET;2026-06;SIM;moeda social;117;0;0;612321.77;0.0;321935.12;0.0;;;0.0
Saquarema;RJ;SAQUA PET;2026-07;SIM;moeda social;111;0;0;9099208.95;0.0;275521.43;0.0;;;0.0
Cabo Frio;RJ;ITAJURU 6;2024-01;nao;;251;0;1;168939.72;108.6;104924.35;0.1;1.0;;0.0010350314297872707
Cabo Frio;RJ;ITAJURU 6;2024-02;nao;;528;0;1;270466.34;5751.92;102616.76;5.31;1.0;;0.056052442115693366
Cabo Frio;RJ;ITAJURU 6;2024-03;nao;;497;0;0;153785.69;0.0;106375.8;0.0;;;0.0
Cabo Frio;RJ;ITAJURU 6;2024-04;nao;;522;0;1;383343.41;71.43;104904.92;0.07;1.0;;0.000680902287519022
Cabo Frio;RJ;ITAJURU 6;2024-05;nao;;525;0;0;363347.78;0.0;136735.26;0.0;;;0.0
Cabo Frio;RJ;ITAJURU 6;2024-06;nao;;398;0;0;87880.71;0.0;95731.68;0.0;;;0.0
Cabo Frio;RJ;ITAJURU 6;2024-07;nao;;522;0;0;433067.59;0.0;88145.25;0.0;;;0.0
Cabo Frio;RJ;ITAJURU 6;2024-08;nao;;400;0;1;109999.86;34.88;123139.49;0.03;1.0;;0.00028325600503948815
Cabo Frio;RJ;ITAJURU 6;2024-09;nao;;525;0;0;268519.13;0.0;102111.5;0.0;;;0.0
Cabo Frio;RJ;ITAJURU 6;2024-10;nao;;47;0;0;9784.36;0.0;17190.69;0.0;;;0.0
Cabo Frio;RJ;ITAJURU 6;2024-11;nao;;4;0;0;118.83;0.0;138.33;0.0;;;0.0
Cabo Frio;RJ;ITAJURU 6;2024-12;nao;;1;0;0;0.0;0.0;152.03;0.0;;;0.0
Cabo Frio;RJ;ITAJURU 6;2025-08;nao;;2;0;0;0.0;0.0;83.15;0.0;;;0.0
Cabo Frio;RJ;ITAJURU 4;2024-01;nao;;226;0;0;152234.53;0.0;224522.54;0.0;;;0.0
Cabo Frio;RJ;ITAJURU 4;2024-02;nao;;505;0;0;300171.89;0.0;54845.02;0.0;;;0.0
Cabo Frio;RJ;ITAJURU 4;2024-03;nao;;483;0;0;173947.41;0.0;85391.27;0.0;;;0.0
Cabo Frio;RJ;ITAJURU 4;2024-04;nao;;515;0;0;410996.67;0.0;59124.28;0.0;;;0.0
Cabo Frio;RJ;ITAJURU 4;2024-05;nao;;520;0;0;364602.2;0.0;101022.26;0.0;;;0.0
Cabo Frio;RJ;ITAJURU 4;2024-06;nao;;363;0;0;108348.49;0.0;159266.96;0.0;;;0.0
Cabo Frio;RJ;ITAJURU 4;2024-07;nao;;519;0;0;464264.74;0.0;69807.06;0.0;;;0.0
Cabo Frio;RJ;ITAJURU 4;2024-08;nao;;373;0;0;121240.62;0.0;159347.73;0.0;;;0.0
Cabo Frio;RJ;ITAJURU 4;2024-09;nao;;518;0;0;296711.56;0.0;175460.42;0.0;;;0.0
Cabo Frio;RJ;ITAJURU 4;2024-10;nao;;47;0;0;3362.15;0.0;10396.46;0.0;;;0.0
Cabo Frio;RJ;ITAJURU 4;2024-11;nao;;3;0;0;1022.84;0.0;116.75;0.0;;;0.0
Cabo Frio;RJ;ITAJURU 4;2025-10;nao;;591;0;0;45040.08;0.0;0.0;;;;
Cabo Frio;RJ;ITAJURU 3;2024-01;nao;;236;0;0;180692.58;0.0;84477.81;0.0;;;0.0
Cabo Frio;RJ;ITAJURU 3;2024-02;nao;;500;0;0;313835.93;0.0;98004.42;0.0;;;0.0
Cabo Frio;RJ;ITAJURU 3;2024-03;nao;;492;0;0;169749.85;0.0;96833.87;0.0;;;0.0
Cabo Frio;RJ;ITAJURU 3;2024-04;nao;;510;0;1;421836.61;1.0;113786.57;0.0;1.0;;8.788383374241793e-06
Cabo Frio;RJ;ITAJURU 3;2024-05;nao;;506;0;0;385728.43;0.0;149080.76;0.0;;;0.0
Cabo Frio;RJ;ITAJURU 3;2024-06;nao;;362;0;0;96089.92;0.0;64677.68;0.0;;;0.0
Cabo Frio;RJ;ITAJURU 3;2024-07;nao;;510;0;0;498834.67;0.0;163017.29;0.0;;;0.0
Cabo Frio;RJ;ITAJURU 3;2024-08;nao;;399;0;0;98858.72;0.0;76308.99;0.0;;;0.0
Cabo Frio;RJ;ITAJURU 3;2024-09;nao;;503;0;0;299104.83;0.0;93418.64;0.0;;;0.0
Cabo Frio;RJ;ITAJURU 3;2024-10;nao;;38;0;0;4754.62;0.0;17455.92;0.0;;;0.0
Cabo Frio;RJ;ITAJURU 3;2024-11;nao;;1;0;0;0.0;0.0;446.27;0.0;;;0.0
Cabo Frio;RJ;ITAJURU 3;2025-10;nao;;442;0;0;21532.55;0.0;0.0;;;;
Maricá;RJ;FUNDINHO;2024-03;SIM;moeda social;0;0;0;0.5;0.0;0.0;;;;
Cabo Frio;RJ;ITAJURU 5;2024-01;nao;;253;0;0;146092.91;0.0;145966.49;0.0;;;0.0
Cabo Frio;RJ;ITAJURU 5;2024-02;nao;;498;0;0;232063.07;0.0;128515.88;0.0;;;0.0
Cabo Frio;RJ;ITAJURU 5;2024-03;nao;;478;0;0;102302.03;0.0;100887.83;0.0;;;0.0
Cabo Frio;RJ;ITAJURU 5;2024-04;nao;;502;0;0;339061.27;0.0;114575.5;0.0;;;0.0
Cabo Frio;RJ;ITAJURU 5;2024-05;nao;;495;0;0;267932.66;0.0;117411.45;0.0;;;0.0
Cabo Frio;RJ;ITAJURU 5;2024-06;nao;;338;0;0;53582.29;0.0;94834.86;0.0;;;0.0
Cabo Frio;RJ;ITAJURU 5;2024-07;nao;;504;0;0;392991.72;0.0;93349.19;0.0;;;0.0
Cabo Frio;RJ;ITAJURU 5;2024-08;nao;;358;0;0;57964.92;0.0;77525.52;0.0;;;0.0
Cabo Frio;RJ;ITAJURU 5;2024-09;nao;;501;0;0;261949.97;0.0;141809.52;0.0;;;0.0
Cabo Frio;RJ;ITAJURU 5;2024-10;nao;;57;0;0;8183.68;0.0;8497.98;0.0;;;0.0
Cabo Frio;RJ;ITAJURU 5;2024-11;nao;;5;0;0;454.37;0.0;242.88;0.0;;;0.0
Cabo Frio;RJ;ITAJURU 5;2024-12;nao;;2;0;0;92.46;0.0;0.0;;;;
Cabo Frio;RJ;ITAJURU 5;2025-10;nao;;1949;0;0;345464.78;0.0;0.0;;;;
Maricá;RJ;ITAJURU 2;2024-01;SIM;moeda social;265;0;1;150666.4;15.0;152346.2;0.01;1.0;;9.845995502349254e-05
Maricá;RJ;ITAJURU 2;2024-02;SIM;moeda social;507;0;0;263753.83;0.0;90537.5;0.0;;;0.0
Maricá;RJ;ITAJURU 2;2024-03;SIM;moeda social;484;0;0;131250.25;0.0;109725.42;0.0;;;0.0
Maricá;RJ;ITAJURU 2;2024-04;SIM;moeda social;513;0;0;380461.83;0.0;78739.61;0.0;;;0.0
Maricá;RJ;ITAJURU 2;2024-05;SIM;moeda social;513;0;0;308019.45;0.0;131227.38;0.0;;;0.0
Maricá;RJ;ITAJURU 2;2024-06;SIM;moeda social;383;0;0;96879.28;0.0;83844.57;0.0;;;0.0
Maricá;RJ;ITAJURU 2;2024-07;SIM;moeda social;520;0;0;444521.76;0.0;139876.81;0.0;;;0.0
Maricá;RJ;ITAJURU 2;2024-08;SIM;moeda social;386;0;0;85857.7;0.0;110640.12;0.0;;;0.0
Maricá;RJ;ITAJURU 2;2024-09;SIM;moeda social;514;0;0;264061.61;0.0;88100.22;0.0;;;0.0
Maricá;RJ;ITAJURU 2;2024-10;SIM;moeda social;37;0;0;5077.99;0.0;41104.43;0.0;;;0.0
Maricá;RJ;ITAJURU 2;2024-11;SIM;moeda social;1;0;0;222.2;0.0;0.0;;;;
Maricá;RJ;ITAJURU 2;2025-10;SIM;moeda social;453;0;0;24390.53;0.0;0.0;;;;
Nossa Senhora do Socorro;SE;SOCORRENSE;2024-01;nao;;122;0;37;17413.31;9717.99;12025.71;44.69;1.0;;0.808101143300479
Nossa Senhora do Socorro;SE;SOCORRENSE;2024-02;nao;;109;0;1;96573.41;47.91;12087.77;0.39;1.0;;0.003963510225624743
Nossa Senhora do Socorro;SE;SOCORRENSE;2024-03;nao;;211;0;0;69626.02;0.0;27723.5;0.0;;;0.0
Nossa Senhora do Socorro;SE;SOCORRENSE;2024-04;nao;;266;0;1;63969.01;192.7;36381.78;0.53;1.0;;0.005296607257808717
Nossa Senhora do Socorro;SE;SOCORRENSE;2024-05;nao;;175;0;0;140884.21;0.0;15759.58;0.0;;;0.0
Nossa Senhora do Socorro;SE;SOCORRENSE;2024-06;nao;;161;0;0;41453.63;0.0;28330.2;0.0;;;0.0
Nossa Senhora do Socorro;SE;SOCORRENSE;2024-07;nao;;491;0;1;148845.9;20.0;56392.56;0.04;1.0;;0.00035465671358065676
Nossa Senhora do Socorro;SE;SOCORRENSE;2024-08;nao;;111;0;0;19157.84;0.0;21007.07;0.0;;;0.0
Nossa Senhora do Socorro;SE;SOCORRENSE;2024-09;nao;;427;0;0;183369.21;0.0;40909.14;0.0;;;0.0
Nossa Senhora do Socorro;SE;SOCORRENSE;2024-10;nao;;547;0;0;98255.21;0.0;70407.68;0.0;;;0.0
Nossa Senhora do Socorro;SE;SOCORRENSE;2024-11;nao;;106;0;0;35170.69;0.0;20322.66;0.0;;;0.0
Nossa Senhora do Socorro;SE;SOCORRENSE;2024-12;nao;;31;0;0;3456.49;0.0;24552.93;0.0;;;0.0
Nossa Senhora do Socorro;SE;SOCORRENSE;2025-01;nao;;891;0;0;42256.48;0.0;6788.44;0.0;;;0.0
Nossa Senhora do Socorro;SE;SOCORRENSE;2025-02;nao;;15;0;0;1183.22;0.0;852.3;0.0;;;0.0
Nossa Senhora do Socorro;SE;SOCORRENSE;2025-03;nao;;4;0;0;96.55;0.0;1043.84;0.0;;;0.0
Nossa Senhora do Socorro;SE;SOCORRENSE;2025-04;nao;;1;0;0;0.0;0.0;107.99;0.0;;;0.0
Nossa Senhora do Socorro;SE;SOCORRENSE;2025-07;nao;;1;0;0;0.0;0.0;48.42;0.0;;;0.0
Nossa Senhora do Socorro;SE;SOCORRENSE;2025-08;nao;;1;0;0;322.99;0.0;0.0;;;;
Nossa Senhora do Socorro;SE;SOCORRENSE;2025-09;nao;;1;0;0;0.0;0.0;146.05;0.0;;;0.0
